EmployeeNumber,Attrition,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,BusinessTravel,PerformanceIndex,JobInvolvement,JobLevel,PerformanceRating,MonthlyAchievement,MonthlyIncome,Incentive,StockOptionLevel,DistanceFromHome,OverTime,StandardHours,RemoteWork,FlexibleWork,WorkLifeBalance,StressRating,StressSelfReported,ExtendedLeave,WelfareBenefits,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HowToEmploy,InHouseFacility,ExternalFacility
1523,No,44,Male,Married,3,Life Sciences,Research & Development,Research Director,Travel_Rarely,32,3,4,2,22074,3574,1072,1,28,4,40,3,0,4,4,4,0,2,1,4,1,3,3,24,20,6,14,17,intern,0,0
1525,No,39,Female,Single,3,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,32,3,3,3,9150,11553,0,0,6,15,40,3,0,3,3,1,0,1,3,2,2,4,4,9,2,0,2,2,intern,0,0
1126,No,44,Female,Married,3,Life Sciences,Sales,Manufacturing Director,Travel_Rarely,51,3,4,2,11380,5439,1631,1,27,0,40,1,1,4,1,2,0,3,2,3,2,4,8,19,9,8,1,2,intern,1,0
1529,No,35,Female,Single,3,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,91,2,3,4,21195,7838,3919,0,16,25,40,4,1,1,3,3,0,3,3,4,2,4,1,11,11,8,3,3,agent_A,1,1
1533,No,23,Male,Single,1,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,97,3,2,3,24812,5943,0,0,20,0,40,3,1,3,3,3,0,2,2,1,3,2,0,5,4,3,1,2,direct_recruiting,1,0
1534,Yes,40,Male,Single,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,86,3,1,3,21831,6758,0,0,9,10,40,1,0,1,3,3,0,1,3,4,1,2,3,15,5,4,1,0,agent_A,1,0
1535,No,34,Male,Married,3,Technical Degree,Sales,Sales Executive,Travel_Rarely,64,2,3,3,12288,7567,3594,0,1,13,40,3,1,3,3,2,0,3,3,4,3,4,1,10,10,9,8,6,New_graduate_recruitment,1,0
1537,Yes,31,Female,Single,3,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,33,3,1,2,4156,3436,687,0,3,24,40,2,0,1,4,4,0,1,2,4,3,1,1,7,7,2,7,7,direct_recruiting,0,0
1539,No,50,Male,Single,5,Medical,Research & Development,Research Director,Travel_Frequently,88,1,4,2,24450,8535,2560,0,22,0,40,4,1,3,2,1,1,4,2,3,4,4,1,32,32,6,13,9,intern,1,1
1541,No,34,Male,Married,2,Technical Degree,Sales,Sales Representative,Travel_Rarely,55,3,1,4,4944,5659,0,1,7,14,40,4,1,3,2,1,0,4,4,2,3,2,0,12,11,10,5,7,intern,1,0
1542,No,42,Male,Married,3,Medical,Research & Development,Laboratory Technician,Travel_Rarely,68,2,1,3,24052,7672,0,1,2,6,40,2,0,3,3,3,0,2,3,3,2,2,4,4,1,0,0,0,agent_A,0,0
1543,No,37,Male,Married,3,Medical,Research & Development,Research Scientist,Travel_Rarely,47,3,2,3,3031,6387,0,0,13,0,40,5,0,3,4,1,0,2,2,1,4,1,1,10,10,8,3,7,intern,0,0
1544,No,29,Female,Married,1,Other,Research & Development,Healthcare Representative,Travel_Rarely,39,1,2,2,7288,5241,0,1,8,11,40,2,1,3,2,2,1,4,3,3,1,3,3,9,7,7,0,7,intern,1,0
1545,No,33,Male,Single,3,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,44,2,2,2,24152,6241,1872,0,25,38,40,4,0,3,2,2,0,1,2,4,2,4,1,5,5,3,0,2,agent_A,0,0
1546,No,45,Male,Married,3,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,97,3,1,3,4585,7060,0,1,28,25,40,5,1,3,2,2,1,4,3,4,4,4,4,8,5,4,0,3,agent_B,1,1
1547,No,42,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,Travel_Frequently,40,3,3,3,18611,5048,2397,1,2,2,40,3,1,1,2,1,0,4,3,4,4,3,2,24,20,8,13,9,intern,0,0
1548,No,40,Male,Married,2,Medical,Sales,Sales Executive,Travel_Rarely,47,3,2,2,19345,5463,0,0,9,25,40,1,1,4,3,1,0,3,5,1,1,4,0,9,8,4,7,1,intern,1,0
1549,No,33,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,79,3,2,2,22949,6558,0,1,28,22,40,3,1,3,3,3,0,4,3,2,3,2,1,15,15,14,5,7,agent_A,1,0
1550,No,40,Male,Single,2,Medical,Human Resources,Manager,Travel_Rarely,38,3,4,4,17381,5386,2693,0,6,2,40,4,0,3,2,2,0,3,2,3,4,4,1,21,21,7,7,7,intern,1,0
1551,No,24,Male,Divorced,2,Technical Degree,Research & Development,Laboratory Technician,Travel_Rarely,57,2,1,3,10036,5282,0,3,21,3,40,4,0,3,2,1,0,1,3,3,1,2,0,2,1,1,0,0,intern,0,0
1552,No,40,Male,Divorced,2,Life Sciences,Research & Development,Healthcare Representative,Non-Travel,72,3,2,3,8841,7030,1811,0,8,3,40,2,1,3,2,1,0,3,2,4,4,3,3,8,2,2,2,2,New_graduate_recruitment,1,0
1553,No,45,Male,Divorced,4,Technical Degree,Research & Development,Healthcare Representative,Travel_Rarely,66,3,3,2,20933,9604,2881,3,1,28,40,0,0,3,4,4,0,1,4,1,2,1,1,10,10,8,7,7,direct_recruiting,0,0
1554,Yes,35,Female,Married,4,Life Sciences,Sales,Sales Representative,Travel_Rarely,98,2,1,4,26204,6297,0,2,28,10,40,5,1,3,3,4,1,3,5,2,3,1,0,6,5,3,4,2,intern,1,1
1555,No,32,Female,Married,2,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,67,2,2,2,15624,4514,0,1,5,0,40,2,1,3,1,1,1,4,2,4,2,1,3,12,7,1,2,5,intern,1,1
1556,No,36,Male,Single,4,Life Sciences,Sales,Sales Representative,Travel_Rarely,70,3,1,4,17001,9289,4644,0,2,39,40,3,0,2,2,2,0,2,3,3,4,4,3,7,3,2,1,2,intern,1,0
1557,Yes,48,Female,Divorced,4,Life Sciences,Sales,Sales Executive,Travel_Rarely,96,3,2,3,13693,6274,0,1,16,30,40,4,1,3,2,2,0,4,2,3,3,3,8,18,8,7,7,7,intern,1,1
1558,Yes,29,Male,Married,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,91,4,1,3,22376,6828,0,2,9,4,40,3,0,2,3,3,0,2,2,3,3,1,6,5,1,0,0,0,intern,0,0
1560,No,33,Male,Married,4,Life Sciences,Sales,Sales Executive,Travel_Rarely,46,3,2,2,10589,8481,0,1,8,2,40,1,0,1,2,3,0,2,6,1,1,4,2,8,2,2,2,2,agent_A,1,0
1562,Yes,30,Male,Married,3,Life Sciences,Sales,Sales Executive,Travel_Rarely,64,2,2,2,5323,9628,0,1,1,28,40,1,1,3,5,3,0,3,4,2,1,4,1,10,10,8,6,7,direct_recruiting,1,0
1563,No,38,Male,Married,4,Human Resources,Human Resources,Human Resources,Travel_Frequently,71,3,2,1,14814,8948,0,0,10,20,40,2,1,3,2,1,0,4,2,3,3,3,3,10,6,3,1,2,intern,1,0
1564,No,35,Male,Single,3,Medical,Research & Development,Laboratory Technician,Travel_Rarely,68,2,1,4,21731,5857,2928,0,1,31,40,2,0,3,2,2,0,2,3,4,1,2,1,3,3,0,1,2,agent_A,1,0
1568,No,30,Male,Married,4,Technical Degree,Sales,Sales Executive,Travel_Rarely,33,3,3,2,17799,6914,0,1,29,20,40,4,1,3,3,3,0,2,3,3,2,2,3,9,4,2,1,3,intern,0,0
1569,Yes,35,Female,Divorced,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,69,3,1,2,26619,7404,0,1,2,10,40,1,0,3,3,3,0,1,2,1,1,4,1,1,1,0,0,0,intern,0,0
1572,Yes,53,Female,Married,5,Technical Degree,Research & Development,Manufacturing Director,Travel_Rarely,78,2,3,3,14618,5749,2299,1,2,7,40,4,1,3,2,1,1,4,4,3,4,2,0,34,33,7,1,9,intern,1,1
1573,Yes,38,Male,Married,3,Medical,Research & Development,Manufacturing Director,Travel_Rarely,81,3,2,1,7653,8581,0,2,2,31,40,0,0,3,4,3,0,1,2,3,2,1,4,7,5,2,1,4,agent_A,0,0
1574,No,32,Male,Married,4,Technical Degree,Research & Development,Research Scientist,Non-Travel,62,3,2,3,25174,9795,4652,1,1,1,40,2,0,2,3,4,0,1,3,4,1,2,4,9,6,5,1,2,intern,0,0
1576,No,48,Female,Married,4,Other,Research & Development,Research Scientist,Travel_Rarely,65,3,1,2,16530,9516,2854,1,15,2,40,2,1,2,2,2,0,3,3,3,1,4,8,10,8,2,7,6,intern,1,0
1577,No,34,Male,Single,4,Medical,Research & Development,Research Scientist,Travel_Rarely,35,3,1,2,22061,7871,2361,0,7,3,40,4,0,1,2,2,0,1,4,1,4,3,1,1,1,0,0,0,agent_A,0,0
1578,No,55,Male,Married,5,Marketing,Sales,Manager,Travel_Rarely,60,2,5,4,23037,9870,4935,1,26,6,40,5,1,3,2,2,0,4,3,3,4,3,1,36,36,6,2,13,intern,1,1
1580,No,34,Male,Married,4,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,45,3,2,3,13008,9443,3565,1,1,24,40,3,0,2,3,2,1,2,3,2,4,2,9,9,2,2,2,1,intern,0,0
1581,No,26,Female,Married,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,89,3,1,4,11133,9163,1970,0,3,21,40,3,1,3,2,1,1,4,5,1,4,1,1,1,1,0,0,0,direct_recruiting,1,1
1582,No,38,Male,Married,3,Life Sciences,Sales,Sales Executive,Travel_Rarely,80,3,2,1,12355,6630,0,1,14,28,40,1,1,3,2,2,1,4,3,3,2,4,0,10,9,8,7,7,New_graduate_recruitment,1,1
1583,No,38,Female,Single,3,Life Sciences,Sales,Sales Executive,Travel_Rarely,90,3,2,2,16379,6889,0,0,16,19,40,3,1,4,3,3,0,2,5,2,2,2,2,8,3,2,1,2,intern,1,0
1585,No,36,Female,Single,4,Life Sciences,Sales,Sales Executive,Travel_Rarely,73,3,2,2,21447,5677,1703,0,1,7,40,2,1,3,2,2,1,2,5,2,3,1,6,15,1,0,0,0,intern,1,0
1586,Yes,29,Male,Single,1,Medical,Research & Development,Laboratory Technician,Travel_Rarely,87,3,1,3,16213,7273,0,0,3,18,40,1,0,3,3,2,0,2,3,2,1,4,1,10,10,9,1,5,agent_B,1,0
1587,No,35,Female,Single,4,Medical,Research & Development,Healthcare Representative,Travel_Rarely,51,3,2,2,4223,10873,0,0,10,0,40,3,1,3,2,1,0,3,4,1,3,3,3,10,5,2,0,4,agent_C,1,1
1588,No,39,Male,Married,3,Medical,Sales,Sales Executive,Travel_Rarely,38,4,3,1,4658,3548,0,1,6,30,40,3,1,3,1,1,0,4,3,4,3,1,2,11,7,6,7,6,intern,1,1
1590,No,29,Male,Divorced,1,Life Sciences,Research & Development,Healthcare Representative,Travel_Frequently,87,3,2,4,24483,4552,2276,1,2,19,40,4,0,4,3,3,1,2,0,1,4,4,1,6,6,4,1,3,intern,0,0
1591,No,50,Male,Married,3,Marketing,Sales,Manager,Travel_Rarely,59,3,5,3,19519,6464,3070,1,9,36,40,3,1,3,2,2,0,3,2,3,3,3,4,27,1,0,0,0,intern,1,0
1592,No,23,Male,Married,3,Technical Degree,Research & Development,Research Scientist,Travel_Rarely,45,4,1,3,12826,4476,2126,1,10,0,40,4,1,3,2,1,0,3,2,4,3,4,2,4,2,2,2,2,agent_A,1,0
1594,No,36,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Frequently,80,4,2,1,19711,7909,0,1,6,21,40,1,0,3,3,1,0,2,3,1,1,4,3,9,3,2,0,2,agent_B,0,0
1595,No,42,Male,Single,2,Other,Research & Development,Manager,Travel_Rarely,93,2,5,4,26362,6730,3365,0,9,3,40,5,0,3,2,2,0,1,2,4,4,4,8,24,1,0,0,1,intern,0,0
1596,No,35,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,46,4,2,3,25348,6439,3058,2,28,37,40,5,1,2,3,2,0,3,3,2,3,4,1,10,10,9,6,8,agent_A,0,0
1597,No,34,Male,Married,4,Technical Degree,Research & Development,Healthcare Representative,Travel_Frequently,92,2,2,2,15332,5428,0,1,10,6,40,2,1,2,3,3,0,3,3,4,3,2,1,8,8,2,7,7,agent_B,1,0
1598,No,40,Female,Married,2,Life Sciences,Sales,Sales Executive,Travel_Rarely,84,3,2,3,11262,3836,1822,1,14,8,40,2,1,3,2,2,1,4,2,4,1,3,1,5,5,4,1,2,agent_A,1,1
1599,No,43,Male,Divorced,3,Technical Degree,Research & Development,Laboratory Technician,Travel_Rarely,87,4,1,2,5855,8457,0,1,27,29,40,4,1,3,2,2,0,3,0,4,2,3,5,8,6,4,0,2,direct_recruiting,1,1
1601,No,35,Male,Married,2,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,63,2,1,3,7713,6963,750,1,7,3,40,3,1,2,2,2,1,3,5,3,4,4,1,1,1,0,0,1,intern,1,0
1602,No,46,Male,Single,4,Life Sciences,Sales,Manager,Travel_Rarely,56,4,4,3,3156,12049,0,0,1,11,40,1,0,1,3,2,0,3,5,4,1,2,1,27,26,0,0,12,intern,1,0
1604,Yes,28,Male,Married,3,Medical,Research & Development,Laboratory Technician,Travel_Rarely,51,3,1,3,7324,6036,1288,3,24,41,40,4,1,3,2,1,0,3,3,3,2,3,1,1,1,1,0,0,intern,1,0
1605,No,22,Female,Married,2,Other,Research & Development,Research Scientist,Non-Travel,85,2,1,3,10293,6528,3100,0,26,27,40,5,1,2,3,3,1,3,2,2,3,2,1,4,4,2,1,3,agent_A,1,1
1606,No,50,Male,Married,5,Medical,Research & Development,Healthcare Representative,Travel_Frequently,41,3,4,3,20689,10215,0,1,20,16,40,4,1,3,3,2,0,4,3,2,3,3,2,32,30,8,12,13,intern,0,0
1607,No,32,Female,Married,4,Other,Research & Development,Research Scientist,Travel_Rarely,35,4,1,3,18783,5685,2700,2,5,5,40,5,1,3,2,1,0,4,3,2,4,4,3,6,3,2,0,2,intern,1,0
1608,No,44,Female,Divorced,3,Medical,Research & Development,Research Director,Travel_Rarely,31,3,5,3,3549,4884,0,1,7,0,40,4,0,2,1,1,1,4,4,2,4,4,0,23,22,7,1,10,agent_A,1,1
1609,No,30,Male,Married,3,Medical,Research & Development,Research Scientist,Travel_Rarely,48,2,1,2,5348,6554,0,1,7,0,40,2,1,2,3,1,0,2,3,2,2,2,1,6,6,4,1,1,agent_C,0,0
1611,No,45,Female,Single,5,Medical,Research & Development,Laboratory Technician,Travel_Rarely,50,1,2,3,23447,9554,4538,0,5,3,40,2,1,3,1,1,1,4,3,3,1,1,1,10,10,7,1,4,intern,1,1
1612,No,45,Male,Married,3,Marketing,Sales,Sales Executive,Non-Travel,52,2,2,3,24162,5674,2695,1,26,7,40,4,1,3,3,3,0,2,2,1,1,1,1,10,10,7,4,5,intern,0,0
1613,No,31,Male,Single,4,Other,Sales,Sales Executive,Travel_Frequently,54,3,2,2,21602,9382,0,0,2,7,40,1,1,3,1,1,0,4,3,4,1,4,7,10,5,2,0,3,intern,1,1
1614,No,36,Female,Married,4,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,76,3,2,2,12421,8578,0,2,12,36,40,3,0,3,2,3,0,1,2,3,3,2,9,7,3,2,1,1,agent_A,0,0
1615,No,34,Male,Divorced,4,Life Sciences,Research & Development,Manufacturing Director,Travel_Frequently,42,4,2,2,17000,7822,2346,1,10,1,40,4,0,3,3,4,0,1,3,3,4,1,1,9,9,7,7,2,intern,0,0
1617,Yes,49,Female,Married,4,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,84,3,1,3,22102,4978,1991,1,25,10,40,4,0,2,3,3,0,1,3,3,1,4,1,10,9,6,1,4,intern,1,0
1618,No,39,Male,Married,5,Medical,Research & Development,Manufacturing Director,Travel_Rarely,76,3,2,2,3835,7607,0,3,10,11,40,2,0,3,3,3,0,1,3,2,1,4,2,10,7,7,7,7,intern,0,0
1619,No,27,Male,Divorced,3,Other,Research & Development,Laboratory Technician,Travel_Rarely,67,2,1,1,16290,3658,0,2,19,14,40,3,1,3,2,2,0,3,3,4,1,1,1,7,7,7,0,7,intern,1,0
1621,No,35,Male,Married,5,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,48,4,2,1,26312,8537,0,0,18,1,40,1,0,3,3,2,0,2,2,2,1,4,1,16,16,15,1,10,agent_A,0,0
1622,No,28,Female,Divorced,3,Medical,Research & Development,Manufacturing Director,Travel_Rarely,39,1,2,3,20460,4703,2233,1,27,13,40,3,0,2,3,3,0,1,5,2,1,2,0,6,5,3,0,0,agent_C,0,0
1623,No,21,Male,Single,1,Medical,Research & Development,Research Scientist,Travel_Rarely,97,3,1,3,26009,7513,3568,0,5,0,40,3,1,3,2,1,0,3,2,3,4,3,1,3,2,2,2,2,agent_A,1,1
1624,Yes,18,Female,Single,2,Medical,Sales,Sales Representative,Travel_Frequently,70,3,1,1,18420,6092,0,0,3,2,40,3,0,4,5,3,0,1,2,2,4,3,1,0,0,0,0,0,agent_B,0,0
1625,No,47,Female,Married,4,Life Sciences,Human Resources,Manager,Travel_Rarely,98,3,5,1,5220,4123,0,1,26,1,40,4,1,3,2,2,0,2,2,4,3,3,3,27,5,2,1,0,direct_recruiting,1,0
1627,No,39,Male,Divorced,2,Medical,Research & Development,Laboratory Technician,Travel_Rarely,76,2,2,3,10302,9873,429,1,3,8,40,2,1,3,1,1,1,4,3,3,3,4,0,11,10,8,0,7,intern,1,1
817,No,34,Male,Married,3,Medical,Research & Development,Research Director,Travel_Rarely,80,2,3,2,25800,6534,1960,2,7,7,40,3,1,3,2,1,1,4,2,1,3,4,0,15,14,10,4,8,agent_C,1,1
1630,No,35,Female,Married,4,Life Sciences,Research & Development,Healthcare Representative,Non-Travel,52,3,2,2,12250,9118,2735,1,8,2,40,3,1,3,2,1,1,4,5,3,3,4,1,15,14,11,2,9,intern,1,1
1631,No,37,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,85,3,2,3,26493,5807,2758,3,19,4,40,4,0,2,3,2,0,1,2,3,3,1,3,9,4,3,0,2,direct_recruiting,0,0
1633,No,39,Female,Single,3,Medical,Research & Development,Manufacturing Director,Travel_Frequently,81,3,2,2,3140,7132,0,0,4,0,40,3,0,1,2,3,0,1,2,1,3,4,0,10,9,2,3,8,intern,0,0
1635,No,45,Female,Divorced,2,Other,Research & Development,Manufacturing Director,Travel_Rarely,59,2,2,4,5388,7614,0,2,2,0,40,4,0,3,1,2,0,2,3,4,4,1,1,10,10,7,3,9,intern,1,0
1638,No,38,Female,Married,2,Medical,Research & Development,Manufacturing Director,Travel_Rarely,54,2,3,4,14199,8128,4064,1,2,24,40,2,0,4,2,2,0,1,6,4,3,4,3,10,5,4,0,2,intern,0,0
1639,Yes,35,Male,Married,3,Medical,Sales,Sales Executive,Travel_Rarely,55,2,3,3,21530,7340,0,0,10,31,40,1,1,3,3,2,0,4,3,4,1,3,9,15,13,12,6,0,intern,1,0
1640,No,37,Female,Married,3,Medical,Research & Development,Research Scientist,Travel_Rarely,71,3,1,1,9953,7278,0,1,10,10,40,2,1,1,3,1,0,2,2,2,2,1,1,8,8,4,7,7,intern,1,0
1641,No,40,Female,Single,3,Life Sciences,Research & Development,Manufacturing Director,Travel_Rarely,84,3,3,3,19948,5262,0,0,16,0,40,5,0,2,2,2,0,1,2,3,4,4,6,18,4,2,3,3,intern,0,0
1642,No,44,Male,Married,5,Human Resources,Human Resources,Human Resources,Travel_Frequently,37,3,2,1,10503,8126,0,0,1,16,40,2,0,3,4,4,0,2,3,1,4,3,4,14,10,7,0,2,New_graduate_recruitment,0,0
1644,No,48,Male,Married,5,Medical,Research & Development,Manager,Travel_Frequently,89,2,4,4,5602,10251,0,1,4,6,40,5,0,3,2,1,0,3,3,3,4,2,2,23,2,2,2,2,intern,0,1
1645,Yes,35,Male,Divorced,2,Medical,Sales,Sales Executive,Travel_Rarely,59,1,2,3,22098,8563,3425,2,15,0,40,4,0,2,4,3,0,1,2,1,4,4,6,7,2,2,2,2,intern,0,0
1646,No,24,Female,Single,1,Technical Degree,Research & Development,Research Scientist,Travel_Frequently,32,3,1,2,17218,4031,1209,0,2,13,40,2,0,3,3,3,0,1,2,1,4,3,1,6,6,3,1,3,intern,0,0
1647,No,27,Female,Married,3,Medical,Research & Development,Research Scientist,Travel_Rarely,86,4,1,3,22490,5542,2632,0,8,10,40,4,1,3,3,1,0,2,0,2,3,1,7,5,3,2,0,2,direct_recruiting,0,0
1648,No,27,Male,Single,3,Medical,Research & Development,Research Scientist,Travel_Frequently,87,3,1,2,6297,5212,0,0,2,22,40,2,0,2,2,2,0,3,0,4,4,3,2,6,4,2,1,2,direct_recruiting,1,1
1649,Yes,40,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,73,3,1,2,3339,4110,0,0,7,55,40,2,0,1,5,4,0,1,3,1,1,2,3,10,4,2,0,3,agent_C,1,0
1650,No,29,Male,Single,3,Medical,Sales,Sales Executive,Travel_Rarely,42,2,2,1,23413,6288,0,0,10,0,40,3,0,3,2,2,0,2,2,3,3,3,9,8,5,2,1,4,agent_A,1,0
1651,No,36,Female,Married,4,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,42,3,3,2,22792,9328,2798,2,5,20,40,0,1,3,3,1,0,2,6,2,1,3,4,9,3,2,0,2,intern,1,0
1653,No,25,Male,Divorced,1,Life Sciences,Research & Development,Manufacturing Director,Travel_Frequently,77,4,2,2,4973,7810,0,2,2,19,40,3,0,3,1,1,0,3,6,4,3,3,1,7,7,7,0,7,agent_C,1,1
1654,No,39,Male,Married,3,Medical,Research & Development,Manufacturing Director,Travel_Rarely,66,3,2,4,7693,8788,0,0,12,40,40,4,0,3,2,1,0,2,3,4,2,3,4,7,5,4,1,0,intern,0,0
1655,No,49,Female,Married,4,Other,Research & Development,Research Director,Travel_Rarely,72,3,4,3,3498,8934,0,2,22,1,40,4,0,3,2,1,0,1,2,1,2,2,3,27,4,2,1,2,intern,0,0
1656,No,50,Female,Divorced,5,Life Sciences,Research & Development,Research Director,Travel_Rarely,50,2,3,3,21981,11373,5402,3,17,21,40,2,0,3,4,1,0,1,3,4,1,3,5,19,14,11,1,11,intern,0,0
1657,No,20,Female,Single,3,Medical,Sales,Sales Representative,Travel_Rarely,31,3,1,4,13251,3543,1771,0,2,43,40,4,1,3,2,5,1,3,3,3,3,1,1,2,2,2,2,2,New_graduate_recruitment,0,0
1658,No,34,Female,Divorced,3,Life Sciences,Research & Development,Research Scientist,Travel_Rarely,66,3,2,2,19332,6806,2041,1,3,3,40,1,0,3,3,3,0,2,2,4,2,3,1,11,11,8,7,9,intern,1,0
1659,No,36,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,Travel_Rarely,77,3,1,1,10950,8708,0,0,7,37,40,2,1,3,2,2,0,3,4,1,2,3,2,15,4,3,1,3,intern,1,1
1661,No,49,Female,Married,1,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,41,2,4,4,11652,6611,3305,1,6,6,40,4,1,3,3,3,0,4,3,3,3,2,2,30,15,11,2,12,intern,1,0
1662,No,36,Female,Married,4,Medical,Research & Development,Manufacturing Director,Non-Travel,33,2,2,3,15411,10065,0,0,1,23,40,2,0,3,2,1,1,1,6,4,3,3,0,4,3,2,1,2,intern,0,0
1664,No,36,Male,Divorced,2,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,79,4,2,4,26308,9520,0,1,3,36,40,3,0,3,3,2,0,2,3,4,1,1,6,13,5,4,0,4,agent_A,0,0
1665,No,54,Female,Married,5,Medical,Research & Development,Manager,Travel_Rarely,91,3,4,4,18685,7278,3639,1,22,0,40,4,1,3,2,1,0,3,6,2,3,3,3,36,10,8,4,7,direct_recruiting,1,1
1666,No,43,Male,Married,2,Life Sciences,Research & Development,Research Director,Travel_Rarely,65,2,4,4,3525,5063,0,1,15,18,40,5,1,3,2,1,1,4,3,3,3,1,1,14,14,10,6,11,agent_A,1,1
1667,Yes,35,Male,Single,4,Other,Sales,Sales Executive,Travel_Frequently,36,3,2,4,10414,6909,0,0,12,18,40,5,0,4,5,3,0,1,2,4,4,1,3,13,11,9,6,7,intern,0,0
1668,No,38,Male,Married,3,Life Sciences,Research & Development,Research Scientist,Travel_Frequently,90,3,2,3,9867,6227,0,2,1,10,40,2,1,4,2,2,1,4,4,4,4,4,7,19,13,11,2,9,direct_recruiting,1,0
1669,No,29,Male,Divorced,3,Medical,Sales,Sales Executive,Travel_Rarely,43,2,2,2,3356,6716,0,1,5,61,40,2,0,2,4,3,0,2,3,1,2,2,1,10,10,0,0,9,intern,0,0
1670,No,33,Male,Divorced,4,Medical,Sales,Sales Executive,Travel_Rarely,93,3,2,2,3921,9771,0,2,2,6,40,3,1,3,1,1,1,4,5,4,4,3,1,6,6,2,0,4,agent_C,1,1
1671,No,32,Male,Divorced,3,Medical,Research & Development,Research Scientist,Travel_Rarely,45,3,2,1,25518,5808,0,2,2,18,40,2,1,2,1,1,1,4,4,4,2,3,0,10,9,5,1,6,agent_C,1,1
1673,No,31,Female,Married,4,Life Sciences,Sales,Sales Executive,Travel_Rarely,67,3,2,1,22589,7660,0,2,5,26,40,3,1,3,2,1,1,4,2,1,4,1,1,10,10,0,0,2,agent_A,1,1
1674,No,49,Female,Divorced,3,Medical,Research & Development,Laboratory Technician,Travel_Rarely,74,3,1,3,24941,7254,0,1,16,20,40,3,0,2,3,2,0,1,2,4,1,2,4,17,2,2,2,2,intern,0,0
1675,No,38,Female,Single,3,Medical,Research & Development,Laboratory Technician,Travel_Frequently,42,2,1,4,23826,5169,2584,0,2,3,40,2,1,3,1,1,1,3,3,4,2,2,1,4,4,3,3,3,New_graduate_recruitment,1,0
1676,No,47,Female,Divorced,4,Life Sciences,Sales,Manager,Travel_Rarely,47,4,4,3,21086,9532,4527,3,2,19,40,2,0,3,3,1,0,1,2,2,2,3,6,29,3,2,1,2,intern,0,0
1677,No,49,Male,Single,3,Life Sciences,Research & Development,Manager,Travel_Rarely,36,3,4,3,22384,6802,3230,0,1,1,40,1,1,3,1,1,1,4,2,3,3,1,4,23,8,7,0,0,intern,1,1
1678,No,41,Male,Single,2,Life Sciences,Sales,Sales Executive,Travel_Rarely,80,3,3,3,11591,8951,0,0,23,19,40,4,1,3,2,2,0,3,2,4,3,4,3,21,2,0,0,2,direct_recruiting,1,1
1680,No,20,Male,Single,1,Life Sciences,Sales,Sales Representative,Travel_Rarely,54,3,1,1,21082,5731,0,0,9,7,40,2,0,3,3,1,0,1,3,4,1,1,1,2,2,2,0,2,intern,1,0
1681,No,33,Female,Divorced,3,Life Sciences,Sales,Sales Executive,Non-Travel,36,3,2,4,16130,3852,1926,1,16,12,40,4,1,3,3,2,0,2,2,3,4,3,1,7,6,5,1,2,intern,0,0
1682,No,36,Male,Married,4,Life Sciences,Research & Development,Healthcare Representative,Travel_Rarely,80,3,2,3,7419,10680,0,2,26,14,40,5,1,2,3,2,0,3,2,1,3,2,6,10,3,2,0,2,intern,1,1
1683,No,44,Female,Divorced,3,Life Sciences,Human Resources,Human Resources,Travel_Rarely,44,3,1,2,4167,6396,0,3,1,1,40,3,0,3,3,1,0,1,2,3,4,1,4,8,2,2,2,2,agent_B,0,0
1684,Yes,23,Male,Single,1,Medical,Research & Development,Laboratory Technician,Travel_Rarely,93,2,1,1,20586,4642,0,0,8,18,40,2,1,3,2,1,0,3,2,4,3,1,1,5,5,4,1,2,intern,1,1
